id,등급,상품명_한글,원어명,생산자_원어,분류,용량,현지가_원화,기준가_원화,할인율,판정근거,매칭된_와인명,일치율,국내가_최저,국내가_중앙,국내가_최신등록일,해외_원통화,해외_원가격,게시연도,신뢰도,상태,미변환여부,샴드뱅링크
67,B,테누타 디 테누타 디 트리노로,Tenuta di Tenuta di Trinoro,Trinoro,,750ml,257400,426229,0.3961,해외가,Tenuta di Trinoro Palazzi Rosso Toscana 2013,1.0,,,,USD,286.06,2025,높음,,False,https://charme-du-vin.com/2025/05/39468/
69,B,자코모 콘테르노 바르베라 달바 비냐 프란차,Giacomo Conterno Barbera d'Alba Vigna Francia,Giacomo,DOC,750ml,108900,119185,0.0863,해외가,Giacomo Conterno Barbera d'Alba Vigna Francia 2022,1.0,,,,USD,79.99,2025,높음,,False,https://charme-du-vin.com/2025/04/39192/
70,B,예르만 웨어 드림스,Jermann Were Dreams,Jermann,,750ml,75240,81950,0.0819,해외가,Jermann Where Dreams have no end (W... Dreams...) 2022,0.667,,,,USD,55.0,2025,높음,,False,https://charme-du-vin.com/2025/04/39124/
77,B,달 포르노 로마노 발폴리첼라 수페리오레,Dal Forno Romano Valpolicella Superiore,Dal,DOC,750ml,138600,186250,0.2558,해외가,Dal Forno Romano Valpolicella Superiore Monte Lodoletta 2017,1.0,,,,USD,125.0,2025,높음,,False,https://charme-du-vin.com/2025/02/38266/
79,B,포조 디 소토 브루넬로 디 몬탈치노,Poggio di Sotto Brunello di Montalcino,Poggio,DOCG,750ml,287100,363754,0.2107,해외가,Poggio di Sotto Brunello di Montalcino 2019,1.0,,,,USD,244.13,2025,높음,,False,https://charme-du-vin.com/2025/02/38228/
80,B,포조 디 소토 로소 디 몬탈치노,Poggio di Sotto Rosso di Montalcino,Poggio,DOC,750ml,113850,335250,0.6604,해외가,Poggio di Sotto Brunello di Montalcino 2021,0.75,,,,USD,225.0,2025,높음,,False,https://charme-du-vin.com/2025/02/38228/
81,B,스키아벤차 랑게 네비올로,Schiavenza Langhe Nebbiolo,Schiavenza,DOC,750ml,27720,28817,0.0381,해외가,Schiavenza Langhe Nebbiolo 2015,1.0,,,,USD,19.34,2025,높음,빈티지대체,False,https://charme-du-vin.com/2025/02/38126/
83,B,엘리오 알타레 랑게 로소 라 빌라,Elio Altare Langhe Rosso La Villa,Elio,DOC,750ml,118800,111661,-0.0639,해외가,Elio Altare Larigi Langhe Rosso 2021,0.8,,,,USD,74.94,2025,높음,,False,https://charme-du-vin.com/2025/01/37893/
84,B,엘리오 알타레 랑게 로소 ラルジ,Elio Altare Langhe Rosso ラルジ,Elio,DOC,750ml,118800,111661,-0.0639,해외가,Elio Altare Larigi Langhe Rosso 2021,1.0,,,,USD,74.94,2025,높음,,True,https://charme-du-vin.com/2025/01/37893/
85,B,엘리오 알타레 바롤로,Elio Altare Barolo,Elio,DOCG,750ml,123750,138198,0.1045,해외가,Elio Altare Barolo 2020,1.0,,,,USD,92.75,2025,높음,,False,https://charme-du-vin.com/2025/01/37890/
86,B,엘리오 알타레 바롤로 아르보리나,Elio Altare Barolo Arborina,Elio,DOCG,750ml,163350,163870,0.0032,해외가,Elio Altare Arborina Barolo 2020,1.0,,,,USD,109.98,2025,높음,,False,https://charme-du-vin.com/2025/01/37890/
87,B,엘리오 그라소 바롤로 ルンコト 리제르바,Elio Grasso Barolo ルンコト Riserva,Elio,DOCG,750ml,376200,432085,0.1293,해외가,Elio Grasso Barolo Riserva Rüncot 2016,1.0,,,,USD,289.99,2025,높음,,True,https://charme-du-vin.com/2025/01/37868/
